condition,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
combined,stationary,18,Bayesian SINDy (spike-slab),78.0,-0.32037538068297056,0.06933166610197836,True
combined,stationary,18,Kalman OU,30.0,1.5640140819893014,0.24033576054105,True
combined,stationary,18,Kalman OU,38.0,0.0,0.0,True
combined,stationary,18,Kalman OU,46.0,0.0,0.0,True
combined,stationary,18,Kalman OU,54.0,0.0,0.0,True
combined,stationary,18,Kalman OU,62.0,0.0,0.0,True
combined,stationary,18,Kalman OU,70.0,0.2430842137403264,0.31511641601949814,True
combined,stationary,18,Kalman OU,78.0,0.0,0.0,True
combined,stationary,18,Latent Neural SDE (VI),30.0,0.15068912506103516,0.07924158899153827,True
combined,stationary,18,Latent Neural SDE (VI),38.0,-1.5364997386932373,0.09043946863548658,True
combined,stationary,18,Latent Neural SDE (VI),46.0,-1.7149548530578613,0.02965652244457287,True
combined,stationary,18,Latent Neural SDE (VI),54.0,-1.723449468612671,-0.0017557437801656028,True
combined,stationary,18,Latent Neural SDE (VI),62.0,-1.6274418830871582,-0.010332430318777189,True
combined,stationary,18,Latent Neural SDE (VI),70.0,0.20507597923278809,0.02086402770681821,True
combined,stationary,18,Latent Neural SDE (VI),78.0,0.2921767234802246,0.10408810329366394,True
combined,stationary,18,Moment OU,30.0,,,False
combined,stationary,18,Moment OU,38.0,,,False
combined,stationary,18,Moment OU,46.0,,,False
combined,stationary,18,Moment OU,54.0,,,False
combined,stationary,18,Moment OU,62.0,,,False
combined,stationary,18,Moment OU,70.0,,,False
combined,stationary,18,Moment OU,78.0,,,False
combined,stationary,18,Neural SDE (Euler),30.0,1.5878758430480957,0.12548107306994588,True
combined,stationary,18,Neural SDE (Euler),38.0,-1.0323314666748047,0.05093024252729818,True
combined,stationary,18,Neural SDE (Euler),46.0,-0.6414895057678223,0.04423474063975093,True
combined,stationary,18,Neural SDE (Euler),54.0,-3.1207854747772217,-0.017748051022917904,True
combined,stationary,18,Neural SDE (Euler),62.0,0.28312158584594727,0.061116898324119664,True
combined,stationary,18,Neural SDE (Euler),70.0,1.6925435066223145,0.03625952145280416,True
combined,stationary,18,Neural SDE (Euler),78.0,1.5295884609222412,0.08618099785138315,True
combined,stationary,18,SINDy-STLSQ,30.0,0.8887132805108829,0.044241728708800165,True
combined,stationary,18,SINDy-STLSQ,38.0,-1.700915924208101,0.0169753958265694,True
combined,stationary,18,SINDy-STLSQ,46.0,-2.1730980029102045,0.005376166059460508,True
combined,stationary,18,SINDy-STLSQ,54.0,-2.0891392114693286,0.009128706111796142,True
combined,stationary,18,SINDy-STLSQ,62.0,-3.703542312082401,-0.03462821115703965,True
combined,stationary,18,SINDy-STLSQ,70.0,-0.07827599224750537,0.013855875665811368,True
combined,stationary,18,SINDy-STLSQ,78.0,0.13618116969826355,0.08053679991425597,True
combined,stationary,19,Bayesian SINDy (spike-slab),30.0,0.10253039483098716,-0.03269614001030541,True
combined,stationary,19,Bayesian SINDy (spike-slab),38.0,,,False
combined,stationary,19,Bayesian SINDy (spike-slab),46.0,-0.2850124939064252,0.017807027637930878,True
combined,stationary,19,Bayesian SINDy (spike-slab),54.0,-0.8791464631772803,0.00239757890786943,True
combined,stationary,19,Bayesian SINDy (spike-slab),62.0,-1.022361725230002,-0.0250973353330306,True
combined,stationary,19,Bayesian SINDy (spike-slab),70.0,-2.270198701155081,-0.08968349596848724,True
combined,stationary,19,Bayesian SINDy (spike-slab),78.0,-0.1153631593038148,0.07378695476457614,True
combined,stationary,19,Kalman OU,30.0,0.14242277634575384,-0.01674366944272085,True
combined,stationary,19,Kalman OU,38.0,-0.5204861434659741,-0.0060213980981899395,True
combined,stationary,19,Kalman OU,46.0,-1.5784205221657537,0.13656164037925736,True
combined,stationary,19,Kalman OU,54.0,-1.7218631295886628,0.05486709285245897,True
combined,stationary,19,Kalman OU,62.0,-0.7665420865215207,-0.0878199138086089,True
combined,stationary,19,Kalman OU,70.0,-1.655896591230344,0.1282160100328766,True
combined,stationary,19,Kalman OU,78.0,-1.1939969219893618,0.12871334260081205,True
combined,stationary,19,Latent Neural SDE (VI),30.0,-0.12661436200141907,0.007045166711557027,True
combined,stationary,19,Latent Neural SDE (VI),38.0,-0.06348499655723572,-0.024327430196084895,True
combined,stationary,19,Latent Neural SDE (VI),46.0,-1.3355373740196228,0.034112444074174714,True
combined,stationary,19,Latent Neural SDE (VI),54.0,-0.8291060328483582,0.0848798540500135,True
combined,stationary,19,Latent Neural SDE (VI),62.0,-0.423989474773407,0.10952609831174681,True
combined,stationary,19,Latent Neural SDE (VI),70.0,-0.36155420541763306,0.02057179404813192,True
combined,stationary,19,Latent Neural SDE (VI),78.0,-0.4580548405647278,0.1181315449804454,True
combined,stationary,19,Moment OU,30.0,0.045579813248379474,-0.027350262729792733,True
combined,stationary,19,Moment OU,38.0,,,False
combined,stationary,19,Moment OU,46.0,-1.0180296295239937,0.12423642959938046,True
combined,stationary,19,Moment OU,54.0,-1.6935645439296718,0.14100947849111672,True
combined,stationary,19,Moment OU,62.0,-2.4732271605713634,0.17936287084765196,True
combined,stationary,19,Moment OU,70.0,-1.1456208037960005,0.1187591452513591,True
combined,stationary,19,Moment OU,78.0,-0.6467174565063156,0.11202048601099439,True
combined,stationary,19,Neural SDE (Euler),30.0,-0.08685189485549927,0.004189889969506637,True
combined,stationary,19,Neural SDE (Euler),38.0,,,False
combined,stationary,19,Neural SDE (Euler),46.0,-2.421743094921112,0.2533903574767438,True
combined,stationary,19,Neural SDE (Euler),54.0,-0.48114264011383057,0.32857891447555754,True
combined,stationary,19,Neural SDE (Euler),62.0,-0.6298112273216248,0.30724925774942063,True
combined,stationary,19,Neural SDE (Euler),70.0,-1.8165165781974792,0.09831965911448323,True
combined,stationary,19,Neural SDE (Euler),78.0,-0.827882707118988,0.3037285861542578,True
combined,stationary,19,SINDy-STLSQ,30.0,-1.51147224628445,-0.013697470514071969,True
combined,stationary,19,SINDy-STLSQ,38.0,,,False
combined,stationary,19,SINDy-STLSQ,46.0,-0.43341550525510386,0.020850113258858244,True
combined,stationary,19,SINDy-STLSQ,54.0,-0.9388488420555725,0.00734281952919974,True
combined,stationary,19,SINDy-STLSQ,62.0,-0.6755138521420063,-0.0206825006256805,True
combined,stationary,19,SINDy-STLSQ,70.0,-1.7351918018958132,-0.07141639235526875,True
combined,stationary,19,SINDy-STLSQ,78.0,-0.1838799105789879,0.07907025681254848,True
combined,stationary,20,Bayesian SINDy (spike-slab),30.0,0.19859303568872977,0.02434682036158045,True
combined,stationary,20,Bayesian SINDy (spike-slab),38.0,0.11539083205526834,-0.004503748145402164,True
combined,stationary,20,Bayesian SINDy (spike-slab),46.0,,,False
combined,stationary,20,Bayesian SINDy (spike-slab),54.0,0.7005980353940753,0.046275613128951676,True
combined,stationary,20,Bayesian SINDy (spike-slab),62.0,-0.38539332934727544,-0.009595987404176276,True
combined,stationary,20,Bayesian SINDy (spike-slab),70.0,-0.17640447907800227,0.026283564319286662,True
combined,stationary,20,Bayesian SINDy (spike-slab),78.0,0.6852598189293699,0.025887992964315404,True
combined,stationary,20,Kalman OU,30.0,1.1959499241985108,0.3223416496889053,True
combined,stationary,20,Kalman OU,38.0,1.35057644213155,0.3333166475987939,True
combined,stationary,20,Kalman OU,46.0,1.5171297462477606,0.4071126934641958,True
combined,stationary,20,Kalman OU,54.0,2.303626481753653,0.281357202825054,True
combined,stationary,20,Kalman OU,62.0,0.0,0.0,True
combined,stationary,20,Kalman OU,70.0,2.0237720123926883,0.08084107550448875,True
combined,stationary,20,Kalman OU,78.0,2.1762043378093177,0.16268781611370436,True
combined,stationary,20,Latent Neural SDE (VI),30.0,0.4315926432609558,0.002555607959321138,True
combined,stationary,20,Latent Neural SDE (VI),38.0,-0.31824445724487305,0.017080394740899646,True
combined,stationary,20,Latent Neural SDE (VI),46.0,0.5556371212005615,0.08180955367032239,True
combined,stationary,20,Latent Neural SDE (VI),54.0,0.9975719153881073,0.10434628420003861,True
combined,stationary,20,Latent Neural SDE (VI),62.0,-0.025028705596923828,0.07788145782843614,True
combined,stationary,20,Latent Neural SDE (VI),70.0,-0.12077772617340088,0.040490066324282786,True
combined,stationary,20,Latent Neural SDE (VI),78.0,0.020194053649902344,0.042406433946747146,True
combined,stationary,20,Moment OU,30.0,,,False
combined,stationary,20,Moment OU,38.0,,,False
combined,stationary,20,Moment OU,46.0,,,False
combined,stationary,20,Moment OU,54.0,,,False
combined,stationary,20,Moment OU,62.0,,,False
combined,stationary,20,Moment OU,70.0,,,False
combined,stationary,20,Moment OU,78.0,,,False
combined,stationary,20,Neural SDE (Euler),30.0,0.6179099678993225,-0.02646422842703902,True
combined,stationary,20,Neural SDE (Euler),38.0,-0.3638317584991455,-0.030117680107538652,True
combined,stationary,20,Neural SDE (Euler),46.0,,,False
combined,stationary,20,Neural SDE (Euler),54.0,-1.4469019174575806,-0.17467404888960394,True
combined,stationary,20,Neural SDE (Euler),62.0,-0.4018930196762085,-0.036660911675138685,True
combined,stationary,20,Neural SDE (Euler),70.0,-0.028372526168823242,0.00386732237491047,True
combined,stationary,20,Neural SDE (Euler),78.0,-0.3618687391281128,0.010439493907386216,True
combined,stationary,20,SINDy-STLSQ,30.0,-0.26335055468995505,0.015325691570046429,True
combined,stationary,20,SINDy-STLSQ,38.0,0.047337966424390476,8.361052818725567e-05,True
combined,stationary,20,SINDy-STLSQ,46.0,,,False
combined,stationary,20,SINDy-STLSQ,54.0,-1.1115764613097219,0.03664824459127661,True
combined,stationary,20,SINDy-STLSQ,62.0,-0.38864569903460744,-0.012354005256506762,True
combined,stationary,20,SINDy-STLSQ,70.0,0.12212604524254767,0.031198624279361514,True
combined,stationary,20,SINDy-STLSQ,78.0,-0.01760226283878441,0.011169407654540359,True
combined,stationary,21,Bayesian SINDy (spike-slab),30.0,-0.2409886088409574,-0.013207266956846153,True
combined,stationary,21,Bayesian SINDy (spike-slab),38.0,-0.6469868845059936,-0.08658109820973281,True
combined,stationary,21,Bayesian SINDy (spike-slab),46.0,,,False
combined,stationary,21,Bayesian SINDy (spike-slab),54.0,,,False
combined,stationary,21,Bayesian SINDy (spike-slab),62.0,,,False
combined,stationary,21,Bayesian SINDy (spike-slab),70.0,,,False
combined,stationary,21,Bayesian SINDy (spike-slab),78.0,,,False
combined,stationary,21,Kalman OU,30.0,-0.5586472721421174,0.06826365227550169,True
combined,stationary,21,Kalman OU,38.0,-0.590724864786909,-0.016275181157964003,True
combined,stationary,21,Kalman OU,46.0,-0.05343865011278082,-0.2620512243790834,True
combined,stationary,21,Kalman OU,54.0,-0.590724864786909,-0.5025645457021746,True
combined,stationary,21,Kalman OU,62.0,-0.590724864786909,-0.5025645457021746,True
combined,stationary,21,Kalman OU,70.0,0.39591397713476795,-0.29100925644247444,True
combined,stationary,21,Kalman OU,78.0,-0.590724864786909,-0.5025645457021746,True
combined,stationary,21,Latent Neural SDE (VI),30.0,-0.07585155963897705,-0.02122805843704273,True
combined,stationary,21,Latent Neural SDE (VI),38.0,0.2304067611694336,-0.07874238264812136,True
combined,stationary,21,Latent Neural SDE (VI),46.0,0.6155532598495483,-0.16539632809606797,True
combined,stationary,21,Latent Neural SDE (VI),54.0,0.16707026958465576,-0.11317559590900243,True
combined,stationary,21,Latent Neural SDE (VI),62.0,0.1308962106704712,-0.08540581985369058,True
combined,stationary,21,Latent Neural SDE (VI),70.0,1.4146207720041275,-0.1696859111012534,True
combined,stationary,21,Latent Neural SDE (VI),78.0,-0.15740978717803955,-0.1395324978195938,True
combined,stationary,21,Moment OU,30.0,-0.8468559471366361,0.10381442229694338,True
combined,stationary,21,Moment OU,38.0,-0.7524209130898998,0.016114885715682425,True
combined,stationary,21,Moment OU,46.0,,,False
combined,stationary,21,Moment OU,54.0,,,False
combined,stationary,21,Moment OU,62.0,,,False
combined,stationary,21,Moment OU,70.0,,,False
combined,stationary,21,Moment OU,78.0,,,False
combined,stationary,21,Neural SDE (Euler),30.0,-1.247397541999817,-0.07404076847235891,True
combined,stationary,21,Neural SDE (Euler),38.0,-1.7175434827804565,-0.23718484341845208,True
combined,stationary,21,Neural SDE (Euler),46.0,,,False
combined,stationary,21,Neural SDE (Euler),54.0,,,False
combined,stationary,21,Neural SDE (Euler),62.0,,,False
combined,stationary,21,Neural SDE (Euler),70.0,,,False
combined,stationary,21,Neural SDE (Euler),78.0,,,False
combined,stationary,21,SINDy-STLSQ,30.0,-0.10471636928124028,-0.013778280309664714,True
combined,stationary,21,SINDy-STLSQ,38.0,-0.5389169942486045,-0.0951205809643281,True
combined,stationary,21,SINDy-STLSQ,46.0,,,False
combined,stationary,21,SINDy-STLSQ,54.0,,,False
combined,stationary,21,SINDy-STLSQ,62.0,,,False
combined,stationary,21,SINDy-STLSQ,70.0,,,False
combined,stationary,21,SINDy-STLSQ,78.0,,,False
combined,stationary,22,Bayesian SINDy (spike-slab),30.0,0.48090450053247036,0.019289977689382037,True
combined,stationary,22,Bayesian SINDy (spike-slab),38.0,1.4981303655287967,0.06293549068137355,True
combined,stationary,22,Bayesian SINDy (spike-slab),46.0,1.5623744843599807,-0.042124016241909354,True
combined,stationary,22,Bayesian SINDy (spike-slab),54.0,,,False
combined,stationary,22,Bayesian SINDy (spike-slab),62.0,,,False
combined,stationary,22,Bayesian SINDy (spike-slab),70.0,,,False
combined,stationary,22,Bayesian SINDy (spike-slab),78.0,,,False
combined,stationary,22,Kalman OU,30.0,0.0,0.0,True
combined,stationary,22,Kalman OU,38.0,2.2858288857434017,0.19284040757571175,True
combined,stationary,22,Kalman OU,46.0,2.461783884421413,0.15935714573350507,True
combined,stationary,22,Kalman OU,54.0,2.5451713732911143,0.13229500271542416,True
combined,stationary,22,Kalman OU,62.0,2.6741696072263004,0.10644036958569718,True
combined,stationary,22,Kalman OU,70.0,1.1418009451301587,0.29785885051735694,True
combined,stationary,22,Kalman OU,78.0,1.0757881217148528,0.22874797445781195,True
combined,stationary,22,Latent Neural SDE (VI),30.0,1.0934592485427856,0.01948330189630154,True
combined,stationary,22,Latent Neural SDE (VI),38.0,1.380251407623291,0.07750282944631828,True
combined,stationary,22,Latent Neural SDE (VI),46.0,1.7566059231758118,-0.006548475344154814,True
combined,stationary,22,Latent Neural SDE (VI),54.0,1.7673395872116089,0.006126252932519838,True
combined,stationary,22,Latent Neural SDE (VI),62.0,1.1062990427017212,-0.05721068868744085,True
combined,stationary,22,Latent Neural SDE (VI),70.0,1.354001760482788,0.03304290609491173,True
combined,stationary,22,Latent Neural SDE (VI),78.0,1.2724050879478455,0.008957410388324233,True
combined,stationary,22,Moment OU,30.0,,,False
combined,stationary,22,Moment OU,38.0,,,False
combined,stationary,22,Moment OU,46.0,,,False
combined,stationary,22,Moment OU,54.0,,,False
combined,stationary,22,Moment OU,62.0,,,False
combined,stationary,22,Moment OU,70.0,,,False
combined,stationary,22,Moment OU,78.0,,,False
combined,stationary,22,Neural SDE (Euler),30.0,0.8126659393310547,0.08207753665758552,True
combined,stationary,22,Neural SDE (Euler),38.0,1.0534088611602783,0.115838488283793,True
combined,stationary,22,Neural SDE (Euler),46.0,1.6837583482265472,-0.0955022115406032,True
combined,stationary,22,Neural SDE (Euler),54.0,,,False
combined,stationary,22,Neural SDE (Euler),62.0,,,False
combined,stationary,22,Neural SDE (Euler),70.0,,,False
combined,stationary,22,Neural SDE (Euler),78.0,,,False
combined,stationary,22,SINDy-STLSQ,30.0,0.8808184341630464,0.01534583572057488,True
combined,stationary,22,SINDy-STLSQ,38.0,0.991095485119895,0.05276692112496559,True
combined,stationary,22,SINDy-STLSQ,46.0,-0.40843845822758706,-0.07052694353082872,True
combined,stationary,22,SINDy-STLSQ,54.0,,,False
combined,stationary,22,SINDy-STLSQ,62.0,,,False
combined,stationary,22,SINDy-STLSQ,70.0,,,False
combined,stationary,22,SINDy-STLSQ,78.0,,,False
combined,stationary,23,Bayesian SINDy (spike-slab),30.0,-0.11067912101444166,0.05608787080738453,True
combined,stationary,23,Bayesian SINDy (spike-slab),38.0,-0.6242341199345671,0.029124666402656513,True
combined,stationary,23,Bayesian SINDy (spike-slab),46.0,,,False
combined,stationary,23,Bayesian SINDy (spike-slab),54.0,,,False
combined,stationary,23,Bayesian SINDy (spike-slab),62.0,,,False
combined,stationary,23,Bayesian SINDy (spike-slab),70.0,0.3597979946739585,0.02989472106475327,True
combined,stationary,23,Bayesian SINDy (spike-slab),78.0,-1.325974540273114,-0.0032217745176043033,True
combined,stationary,23,Kalman OU,30.0,-1.2505019503187458,0.1305686293751181,True
combined,stationary,23,Kalman OU,38.0,-1.7910601590909008,-0.34161679638476605,True
combined,stationary,23,Kalman OU,46.0,0.5631840506941765,-0.14422928303436325,True
combined,stationary,23,Kalman OU,54.0,0.5228243438263367,-0.12394758517936671,True
combined,stationary,23,Kalman OU,62.0,0.6203364623280672,-0.221678047877934,True
combined,stationary,23,Kalman OU,70.0,-0.5591600563499708,-0.024071748848203678,True
combined,stationary,23,Kalman OU,78.0,-1.7910601590909008,0.08871530227480545,True
combined,stationary,23,Latent Neural SDE (VI),30.0,-0.21991151571273804,-0.0036370604028883036,True
combined,stationary,23,Latent Neural SDE (VI),38.0,-0.19885635375976562,-0.044669636743545876,True
combined,stationary,23,Latent Neural SDE (VI),46.0,0.5072723627090454,-0.09543863765302109,True
combined,stationary,23,Latent Neural SDE (VI),54.0,0.7680618297308683,-0.06818346624492302,True
combined,stationary,23,Latent Neural SDE (VI),62.0,0.08642315864562988,-0.05594650690712752,True
combined,stationary,23,Latent Neural SDE (VI),70.0,-0.17380517721176147,-0.016203592573454606,True
combined,stationary,23,Latent Neural SDE (VI),78.0,-1.5217406153678894,-0.10435865260028215,True
combined,stationary,23,Moment OU,30.0,-1.0946456142565797,0.10872277780165862,True
combined,stationary,23,Moment OU,38.0,,,False
combined,stationary,23,Moment OU,46.0,,,False
combined,stationary,23,Moment OU,54.0,,,False
combined,stationary,23,Moment OU,62.0,,,False
combined,stationary,23,Moment OU,70.0,0.12176407712186343,-0.10084248502655699,True
combined,stationary,23,Moment OU,78.0,-1.7029911987279478,0.053368275300324786,True
combined,stationary,23,Neural SDE (Euler),30.0,-0.14921319484710693,0.01743556825552997,True
combined,stationary,23,Neural SDE (Euler),38.0,-0.3652018904685974,0.014860191184601579,True
combined,stationary,23,Neural SDE (Euler),46.0,,,False
combined,stationary,23,Neural SDE (Euler),54.0,,,False
combined,stationary,23,Neural SDE (Euler),62.0,,,False
combined,stationary,23,Neural SDE (Euler),70.0,-0.32708507776260376,0.04988241841401053,True
combined,stationary,23,Neural SDE (Euler),78.0,-3.7391013503074646,-0.11729176286085859,True
combined,stationary,23,SINDy-STLSQ,30.0,0.6885653916080754,0.04949105962747438,True
combined,stationary,23,SINDy-STLSQ,38.0,0.27101299165085424,0.013687227789393602,True
combined,stationary,23,SINDy-STLSQ,46.0,,,False
combined,stationary,23,SINDy-STLSQ,54.0,,,False
combined,stationary,23,SINDy-STLSQ,62.0,,,False
combined,stationary,23,SINDy-STLSQ,70.0,-0.2227175435196891,0.02271371492698085,True
combined,stationary,23,SINDy-STLSQ,78.0,-1.4576697731576296,-0.02144531725851412,True
combined,stationary,24,Bayesian SINDy (spike-slab),30.0,0.21551100202223017,0.01989103498419101,True
combined,stationary,24,Bayesian SINDy (spike-slab),38.0,-0.07703649707107496,0.012949575900981475,True
combined,stationary,24,Bayesian SINDy (spike-slab),46.0,,,False
combined,stationary,24,Bayesian SINDy (spike-slab),54.0,-1.695648525912151,-0.01383466933095237,True
combined,stationary,24,Bayesian SINDy (spike-slab),62.0,0.46551782035734546,0.06512240787305174,True
combined,stationary,24,Bayesian SINDy (spike-slab),70.0,,,False
combined,stationary,24,Bayesian SINDy (spike-slab),78.0,,,False
combined,stationary,24,Kalman OU,30.0,-0.4150780699461494,0.08015708647293013,True
combined,stationary,24,Kalman OU,38.0,-1.4490104505922137,-0.20782773133130755,True
combined,stationary,24,Kalman OU,46.0,-1.2516421804990832,0.17019529847137488,True
combined,stationary,24,Kalman OU,54.0,-1.4490104505922137,-0.20782773133130755,True
combined,stationary,24,Kalman OU,62.0,-0.2130864760353739,0.13395296866456147,True
combined,stationary,24,Kalman OU,70.0,-1.4490104505922137,-0.20782773133130755,True
combined,stationary,24,Kalman OU,78.0,0.03558791355938018,0.0607064207694305,True
combined,stationary,24,Latent Neural SDE (VI),30.0,0.744745671749115,0.038792324452745275,True
combined,stationary,24,Latent Neural SDE (VI),38.0,0.7111117839813232,-0.01269698141738615,True
combined,stationary,24,Latent Neural SDE (VI),46.0,0.5917428731918335,0.016661198158539448,True
combined,stationary,24,Latent Neural SDE (VI),54.0,0.3410724401473999,-0.02788913945537133,True
combined,stationary,24,Latent Neural SDE (VI),62.0,0.8483659029006958,-0.007782802690433188,True
combined,stationary,24,Latent Neural SDE (VI),70.0,-1.1859824657440186,0.001443356423804526,True
combined,stationary,24,Latent Neural SDE (VI),78.0,0.20846688747406006,0.004510840373926017,True
combined,stationary,24,Moment OU,30.0,-0.22438244129983387,0.03450485201699202,True
combined,stationary,24,Moment OU,38.0,,,False
combined,stationary,24,Moment OU,46.0,,,False
combined,stationary,24,Moment OU,54.0,,,False
combined,stationary,24,Moment OU,62.0,0.38935439401073635,0.05624953085655679,True
combined,stationary,24,Moment OU,70.0,,,False
combined,stationary,24,Moment OU,78.0,,,False
combined,stationary,24,Neural SDE (Euler),30.0,0.16525483131408691,-0.01181543797540674,True
combined,stationary,24,Neural SDE (Euler),38.0,0.3868834972381592,0.10173982353904476,True
combined,stationary,24,Neural SDE (Euler),46.0,,,False
combined,stationary,24,Neural SDE (Euler),54.0,2.623599410057068,-0.06584991403555333,True
combined,stationary,24,Neural SDE (Euler),62.0,3.1756577491760254,0.04716397638820308,True
combined,stationary,24,Neural SDE (Euler),70.0,,,False
combined,stationary,24,Neural SDE (Euler),78.0,,,False
combined,stationary,24,SINDy-STLSQ,30.0,-0.112626681066613,0.01802135347684017,True
combined,stationary,24,SINDy-STLSQ,38.0,1.2865966314490092,0.011409435013241542,True
combined,stationary,24,SINDy-STLSQ,46.0,,,False
combined,stationary,24,SINDy-STLSQ,54.0,-0.7909032585616638,-0.0043544901405476455,True
combined,stationary,24,SINDy-STLSQ,62.0,-0.34134648210097707,0.038968758951838045,True
combined,stationary,24,SINDy-STLSQ,70.0,,,False
combined,stationary,24,SINDy-STLSQ,78.0,,,False
combined,stationary,25,Bayesian SINDy (spike-slab),30.0,0.24123309509183377,-0.03672861260325616,True
combined,stationary,25,Bayesian SINDy (spike-slab),38.0,,,False
combined,stationary,25,Bayesian SINDy (spike-slab),46.0,1.907952137420308,-0.03296619001182785,True
combined,stationary,25,Bayesian SINDy (spike-slab),54.0,1.3417235491274488,-0.036199137311617335,True
combined,stationary,25,Bayesian SINDy (spike-slab),62.0,1.6391487535555744,-0.015207108043423179,True
combined,stationary,25,Bayesian SINDy (spike-slab),70.0,,,False
combined,stationary,25,Bayesian SINDy (spike-slab),78.0,,,False
combined,stationary,25,Kalman OU,30.0,0.0,0.0,True
combined,stationary,25,Kalman OU,38.0,0.0,0.0,True
combined,stationary,25,Kalman OU,46.0,1.7652262597314854,0.1877634310000764,True
combined,stationary,25,Kalman OU,54.0,1.4489708748649217,0.20004392612439265,True
combined,stationary,25,Kalman OU,62.0,1.4615746627916597,0.21087979076936522,True
combined,stationary,25,Kalman OU,70.0,0.0,0.34236086600982035,True
combined,stationary,25,Kalman OU,78.0,0.0,0.0,True
combined,stationary,25,Latent Neural SDE (VI),30.0,0.8787281513214111,0.0021661801682809206,True
combined,stationary,25,Latent Neural SDE (VI),38.0,1.3568542003631592,0.015075251686054295,True
combined,stationary,25,Latent Neural SDE (VI),46.0,1.4810283184051514,0.01986013961272423,True
combined,stationary,25,Latent Neural SDE (VI),54.0,1.0058993101119995,-0.011319223570197129,True
combined,stationary,25,Latent Neural SDE (VI),62.0,1.8020710945129395,0.015338800781722214,True
combined,stationary,25,Latent Neural SDE (VI),70.0,1.6360117197036743,0.05751988378674848,True
combined,stationary,25,Latent Neural SDE (VI),78.0,1.604948878288269,0.05368326354913504,True
combined,stationary,25,Moment OU,30.0,,,False
combined,stationary,25,Moment OU,38.0,,,False
combined,stationary,25,Moment OU,46.0,,,False
combined,stationary,25,Moment OU,54.0,,,False
combined,stationary,25,Moment OU,62.0,,,False
combined,stationary,25,Moment OU,70.0,,,False
combined,stationary,25,Moment OU,78.0,,,False
combined,stationary,25,Neural SDE (Euler),30.0,0.6221408843994141,0.033018062146506044,True
combined,stationary,25,Neural SDE (Euler),38.0,,,False
combined,stationary,25,Neural SDE (Euler),46.0,1.8442764282226562,0.04314174078066457,True
combined,stationary,25,Neural SDE (Euler),54.0,-0.6933486461639404,0.07055794891114373,True
combined,stationary,25,Neural SDE (Euler),62.0,1.3765650987625122,0.11663825432619884,True
combined,stationary,25,Neural SDE (Euler),70.0,,,False
combined,stationary,25,Neural SDE (Euler),78.0,,,False
combined,stationary,25,SINDy-STLSQ,30.0,0.36584850966546867,-0.0296917664185231,True
combined,stationary,25,SINDy-STLSQ,38.0,,,False
combined,stationary,25,SINDy-STLSQ,46.0,1.623545957319401,-0.018714192992723228,True
combined,stationary,25,SINDy-STLSQ,54.0,1.5950714982324663,-0.03765909588322658,True
combined,stationary,25,SINDy-STLSQ,62.0,1.9868605826045052,-0.018800945268641706,True
combined,stationary,25,SINDy-STLSQ,70.0,,,False
combined,stationary,25,SINDy-STLSQ,78.0,,,False
combined,stationary,26,Bayesian SINDy (spike-slab),30.0,-0.4092125779145711,0.06989042173241547,True
combined,stationary,26,Bayesian SINDy (spike-slab),38.0,,,False
combined,stationary,26,Bayesian SINDy (spike-slab),46.0,,,False
combined,stationary,26,Bayesian SINDy (spike-slab),54.0,-1.2233053694762837,0.0058338478020641266,True
combined,stationary,26,Bayesian SINDy (spike-slab),62.0,-1.042384646923504,-0.03242433234179984,True
combined,stationary,26,Bayesian SINDy (spike-slab),70.0,-1.0592959128234662,0.004843971507937611,True
combined,stationary,26,Bayesian SINDy (spike-slab),78.0,-1.4489467276313652,0.041330541526382936,True
combined,stationary,26,Kalman OU,30.0,-0.8132833002328694,0.13837863985819449,True
combined,stationary,26,Kalman OU,38.0,-2.133798388331601,-0.20122450772095318,True
combined,stationary,26,Kalman OU,46.0,-0.8797357313065557,0.2249220244584879,True
combined,stationary,26,Kalman OU,54.0,-0.3620781239921811,0.19307249505917867,True
combined,stationary,26,Kalman OU,62.0,-0.1523767271707397,0.04773466497495504,True
combined,stationary,26,Kalman OU,70.0,0.07776477548685146,-0.07823095781474682,True
combined,stationary,26,Kalman OU,78.0,-2.133798388331601,-0.20122450772095318,True
combined,stationary,26,Latent Neural SDE (VI),30.0,-0.1855241060256958,-0.015651341020202353,True
combined,stationary,26,Latent Neural SDE (VI),38.0,0.2048664093017578,-0.044483286365963146,True
combined,stationary,26,Latent Neural SDE (VI),46.0,0.11529076099395752,-0.025830307561826443,True
combined,stationary,26,Latent Neural SDE (VI),54.0,0.43317413330078125,0.027003201100004204,True
combined,stationary,26,Latent Neural SDE (VI),62.0,0.13717830181121826,-0.059736460921424414,True
combined,stationary,26,Latent Neural SDE (VI),70.0,0.40566229820251465,0.0005136503647448221,True
combined,stationary,26,Latent Neural SDE (VI),78.0,-0.6138395071029663,0.08370975852225435,True
combined,stationary,26,Moment OU,30.0,,,False
combined,stationary,26,Moment OU,38.0,,,False
combined,stationary,26,Moment OU,46.0,,,False
combined,stationary,26,Moment OU,54.0,,,False
combined,stationary,26,Moment OU,62.0,,,False
combined,stationary,26,Moment OU,70.0,,,False
combined,stationary,26,Moment OU,78.0,,,False
combined,stationary,26,Neural SDE (Euler),30.0,0.1609100103378296,-0.09601742839738255,True
combined,stationary,26,Neural SDE (Euler),38.0,,,False
