condition,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
baseline,stability_loss,34,Latent Neural SDE (VI),46.0,-0.7315448522567749,-0.005921614235793932,True
baseline,stability_loss,34,Latent Neural SDE (VI),54.0,0.9378617107868195,0.01746216160410105,True
baseline,stability_loss,34,Latent Neural SDE (VI),62.0,1.2568804174661636,-0.00951244718499536,True
baseline,stability_loss,34,Latent Neural SDE (VI),70.0,0.9569305181503296,0.00016045717048873698,True
baseline,stability_loss,34,Latent Neural SDE (VI),78.0,-0.27967190742492676,0.03144447302378725,True
baseline,stability_loss,34,Moment OU,30.0,-0.03410714968668749,0.025730286674450598,True
baseline,stability_loss,34,Moment OU,38.0,-0.03870971402780321,-0.00964789010302794,True
baseline,stability_loss,34,Moment OU,46.0,-0.6307011269603161,-0.017066800455239783,True
baseline,stability_loss,34,Moment OU,54.0,-0.36299170997009433,0.010034806245875522,True
baseline,stability_loss,34,Moment OU,62.0,0.32249587038446803,0.007850236148704087,True
baseline,stability_loss,34,Moment OU,70.0,0.3073634855942648,-0.03504771263309192,True
baseline,stability_loss,34,Moment OU,78.0,-1.0876568312235189,-0.003989759789614994,True
baseline,stability_loss,34,Neural SDE (Euler),30.0,-0.5279245376586914,-0.008530392900418432,True
baseline,stability_loss,34,Neural SDE (Euler),38.0,0.6955840587615967,0.03584785368372076,True
baseline,stability_loss,34,Neural SDE (Euler),46.0,-0.7673447132110596,-0.0021047303289060126,True
baseline,stability_loss,34,Neural SDE (Euler),54.0,0.851014256477356,0.026425247674203567,True
baseline,stability_loss,34,Neural SDE (Euler),62.0,1.1501892805099487,-0.03164887221164556,True
baseline,stability_loss,34,Neural SDE (Euler),70.0,0.8515859842300415,0.015655695649408163,True
baseline,stability_loss,34,Neural SDE (Euler),78.0,-0.27165424823760986,0.034230163198886,True
baseline,stability_loss,34,SINDy-STLSQ,30.0,0.2411002329340055,-0.00559790069378252,True
baseline,stability_loss,34,SINDy-STLSQ,38.0,0.2650542775973419,-0.026284689268409822,True
baseline,stability_loss,34,SINDy-STLSQ,46.0,-0.24200417455338386,-0.050944979734065615,True
baseline,stability_loss,34,SINDy-STLSQ,54.0,0.600960918365674,-0.013067315373798738,True
baseline,stability_loss,34,SINDy-STLSQ,62.0,0.5226316032879542,-0.004512871378433397,True
baseline,stability_loss,34,SINDy-STLSQ,70.0,0.026166807988131202,-0.024452601384732903,True
baseline,stability_loss,34,SINDy-STLSQ,78.0,-0.2699276889003772,-0.019004241260725724,True
baseline,stability_loss,35,Bayesian SINDy (spike-slab),30.0,-0.8009908527049672,-0.015847595883192456,True
baseline,stability_loss,35,Bayesian SINDy (spike-slab),38.0,-0.21015042856012606,0.0028011396766593477,True
baseline,stability_loss,35,Bayesian SINDy (spike-slab),46.0,-0.28117358005252596,0.0035076216328181475,True
baseline,stability_loss,35,Bayesian SINDy (spike-slab),54.0,-0.39637812175135484,0.00651918125331058,True
baseline,stability_loss,35,Bayesian SINDy (spike-slab),62.0,0.24126593802306504,0.02119447921761264,True
baseline,stability_loss,35,Bayesian SINDy (spike-slab),70.0,-0.06314400730127467,0.002269961474768767,True
baseline,stability_loss,35,Bayesian SINDy (spike-slab),78.0,0.32805186295393146,-0.0004274749993745386,True
baseline,stability_loss,35,Kalman OU,30.0,-0.021787385183490215,0.006469677990745937,True
baseline,stability_loss,35,Kalman OU,38.0,0.35999895512761954,-0.04773528063844107,True
baseline,stability_loss,35,Kalman OU,46.0,-0.4060349322544371,0.01205350599753277,True
baseline,stability_loss,35,Kalman OU,54.0,0.05786568726424235,-0.008260034139683153,True
baseline,stability_loss,35,Kalman OU,62.0,0.35749882031122665,-0.03321946117579441,True
baseline,stability_loss,35,Kalman OU,70.0,-0.14672990050800883,0.014873815638869081,True
baseline,stability_loss,35,Kalman OU,78.0,0.28691411451733256,0.01221495201283937,True
baseline,stability_loss,35,Latent Neural SDE (VI),30.0,-0.3384993076324463,0.04288661527191759,True
baseline,stability_loss,35,Latent Neural SDE (VI),38.0,-0.11929214000701904,0.027070812789558085,True
baseline,stability_loss,35,Latent Neural SDE (VI),46.0,-1.0254250764846802,0.014595541912397897,True
baseline,stability_loss,35,Latent Neural SDE (VI),54.0,-0.096405029296875,0.06984139304849354,True
baseline,stability_loss,35,Latent Neural SDE (VI),62.0,0.13556909561157227,0.01905656804533251,True
baseline,stability_loss,35,Latent Neural SDE (VI),70.0,-0.3877096176147461,0.007106060278381343,True
baseline,stability_loss,35,Latent Neural SDE (VI),78.0,0.39504510164260864,-0.004421613525530166,True
baseline,stability_loss,35,Moment OU,30.0,-0.5998191109391082,0.04004504105846038,True
baseline,stability_loss,35,Moment OU,38.0,-0.1292280935649357,0.023792992626404746,True
baseline,stability_loss,35,Moment OU,46.0,-0.6988339566582624,0.026680637874393093,True
baseline,stability_loss,35,Moment OU,54.0,-0.1975233659079243,0.024829016621605,True
baseline,stability_loss,35,Moment OU,62.0,-0.039814843691092894,0.03164412571484326,True
baseline,stability_loss,35,Moment OU,70.0,-0.12578783447094677,0.007322847084116263,True
baseline,stability_loss,35,Moment OU,78.0,0.1703416131863451,0.01687775976014011,True
baseline,stability_loss,35,Neural SDE (Euler),30.0,-0.3751046657562256,0.047356839296243014,True
baseline,stability_loss,35,Neural SDE (Euler),38.0,-0.14059346914291382,0.027175291133018947,True
baseline,stability_loss,35,Neural SDE (Euler),46.0,-0.8493102788925171,0.010872320509892591,True
baseline,stability_loss,35,Neural SDE (Euler),54.0,-0.12222683429718018,0.07763200654099728,True
baseline,stability_loss,35,Neural SDE (Euler),62.0,0.03186297416687012,0.011495858387521651,True
baseline,stability_loss,35,Neural SDE (Euler),70.0,-0.29373252391815186,0.001573437602420319,True
baseline,stability_loss,35,Neural SDE (Euler),78.0,0.38524410128593445,-0.005656883121968576,True
baseline,stability_loss,35,SINDy-STLSQ,30.0,0.07424421711181217,-0.011605558227147456,True
baseline,stability_loss,35,SINDy-STLSQ,38.0,0.38989541170222886,0.007067302548571408,True
baseline,stability_loss,35,SINDy-STLSQ,46.0,-0.1850825225283098,0.006309269063770773,True
baseline,stability_loss,35,SINDy-STLSQ,54.0,-0.5327274288010032,0.011182773593480161,True
baseline,stability_loss,35,SINDy-STLSQ,62.0,0.27338822678975916,0.023051912231953187,True
baseline,stability_loss,35,SINDy-STLSQ,70.0,0.012104350211483372,0.0035801129655148867,True
baseline,stability_loss,35,SINDy-STLSQ,78.0,0.5463008582041924,0.005120682389556291,True
baseline,stationary,0,Bayesian SINDy (spike-slab),30.0,-0.05630169324751247,0.0023764376216872662,True
baseline,stationary,0,Bayesian SINDy (spike-slab),38.0,-0.8342834305041948,0.021624212712832963,True
baseline,stationary,0,Bayesian SINDy (spike-slab),46.0,-1.246168909087114,0.007989839027601559,True
baseline,stationary,0,Bayesian SINDy (spike-slab),54.0,-0.13823415090230037,-0.004800725915441811,True
baseline,stationary,0,Bayesian SINDy (spike-slab),62.0,-0.2312026423260188,-0.01524917855504171,True
baseline,stationary,0,Bayesian SINDy (spike-slab),70.0,-0.3852830869939028,-0.03395389901997134,True
baseline,stationary,0,Bayesian SINDy (spike-slab),78.0,-0.38040044263117023,-0.0034576600130390434,True
baseline,stationary,0,Kalman OU,30.0,-0.007709132150156672,-0.007878321865050608,True
baseline,stationary,0,Kalman OU,38.0,0.028745373840843413,-0.06081863810178231,True
baseline,stationary,0,Kalman OU,46.0,0.03278134591511794,-0.06689819096186375,True
baseline,stationary,0,Kalman OU,54.0,0.26711827011074374,-0.06722164313615006,True
baseline,stationary,0,Kalman OU,62.0,0.13912113359459088,-0.07526930788745523,True
baseline,stationary,0,Kalman OU,70.0,-0.35271179051840007,-0.036447679641774255,True
baseline,stationary,0,Kalman OU,78.0,-0.4646099404156425,0.004840409998405515,True
baseline,stationary,0,Latent Neural SDE (VI),30.0,-0.4988495707511902,-0.006311893925824902,True
baseline,stationary,0,Latent Neural SDE (VI),38.0,-1.1893457770347595,0.046751002400622854,True
baseline,stationary,0,Latent Neural SDE (VI),46.0,-1.2070557475090027,0.017355118409610598,True
baseline,stationary,0,Latent Neural SDE (VI),54.0,-0.10487288236618042,-0.01181476032621162,True
baseline,stationary,0,Latent Neural SDE (VI),62.0,0.008969008922576904,-0.011804407625116642,True
baseline,stationary,0,Latent Neural SDE (VI),70.0,-0.3988587260246277,-0.04403891862079218,True
baseline,stationary,0,Latent Neural SDE (VI),78.0,-1.026206910610199,0.0011487193348092561,True
baseline,stationary,0,Moment OU,30.0,-0.10431462717904627,0.007594167552114367,True
baseline,stationary,0,Moment OU,38.0,-0.7192793693249102,0.04082504844182608,True
baseline,stationary,0,Moment OU,46.0,-0.9945499911960181,0.04641421819372163,True
baseline,stationary,0,Moment OU,54.0,-0.1320493325432529,0.001464473332616817,True
baseline,stationary,0,Moment OU,62.0,-0.26278456041836395,-0.015500869645473092,True
baseline,stationary,0,Moment OU,70.0,-0.2479919556384581,-0.040929657238945955,True
baseline,stationary,0,Moment OU,78.0,-0.34473757374706926,-0.0027314752902578288,True
baseline,stationary,0,Neural SDE (Euler),30.0,-0.4485433101654053,-0.007109197020869845,True
baseline,stationary,0,Neural SDE (Euler),38.0,-0.926337480545044,0.03666533580113057,True
baseline,stationary,0,Neural SDE (Euler),46.0,-1.1979670524597168,0.007397737841614904,True
baseline,stationary,0,Neural SDE (Euler),54.0,-0.1320297122001648,-0.00970454162696005,True
baseline,stationary,0,Neural SDE (Euler),62.0,-0.07029491662979126,-0.011048469931972421,True
baseline,stationary,0,Neural SDE (Euler),70.0,-0.3942279815673828,-0.0482358771704727,True
baseline,stationary,0,Neural SDE (Euler),78.0,-0.9959650039672852,-0.0075146808893130634,True
baseline,stationary,0,SINDy-STLSQ,30.0,-0.36745798180987077,0.0019691404459587225,True
baseline,stationary,0,SINDy-STLSQ,38.0,-0.8970583884545892,0.024974731504732006,True
baseline,stationary,0,SINDy-STLSQ,46.0,-0.7802478382732966,0.014062556439627283,True
baseline,stationary,0,SINDy-STLSQ,54.0,-0.05679225548566014,-0.0021185814811827686,True
baseline,stationary,0,SINDy-STLSQ,62.0,-0.17912265743613442,-0.014033043374450077,True
baseline,stationary,0,SINDy-STLSQ,70.0,-0.1533888426850728,-0.03475783283554504,True
baseline,stationary,0,SINDy-STLSQ,78.0,-0.469702329536119,-0.002563380723675096,True
baseline,stationary,1,Bayesian SINDy (spike-slab),30.0,-0.24295241257644917,-0.02399218774904538,True
baseline,stationary,1,Bayesian SINDy (spike-slab),38.0,-1.4163991609185538,-0.033303828709828315,True
baseline,stationary,1,Bayesian SINDy (spike-slab),46.0,0.306298480970042,-0.0024167699607913207,True
baseline,stationary,1,Bayesian SINDy (spike-slab),54.0,0.3676507826962303,-0.008133411825075904,True
baseline,stationary,1,Bayesian SINDy (spike-slab),62.0,0.08317535608050519,-0.017686846825079705,True
baseline,stationary,1,Bayesian SINDy (spike-slab),70.0,0.41239053462428843,-0.04661242351113426,True
baseline,stationary,1,Bayesian SINDy (spike-slab),78.0,0.04073318757503086,-0.024290833172778525,True
baseline,stationary,1,Kalman OU,30.0,0.4916812971350679,-0.06437530055511154,True
baseline,stationary,1,Kalman OU,38.0,-1.0092332586627584,-0.037811495016485425,True
baseline,stationary,1,Kalman OU,46.0,0.4849685636144736,-0.04766995948241812,True
baseline,stationary,1,Kalman OU,54.0,0.3699316848300811,-0.004861555525485506,True
baseline,stationary,1,Kalman OU,62.0,-0.028052165334453427,-0.007952036999650858,True
baseline,stationary,1,Kalman OU,70.0,0.4153885229430393,-0.06541506167933353,True
baseline,stationary,1,Kalman OU,78.0,0.1872773598468238,-0.01684485569455793,True
baseline,stationary,1,Latent Neural SDE (VI),30.0,0.0698462724685669,-0.07668286613769093,True
baseline,stationary,1,Latent Neural SDE (VI),38.0,-0.7494582533836365,-0.04385752004097723,True
baseline,stationary,1,Latent Neural SDE (VI),46.0,-0.22406929731369019,-0.03421530169688572,True
baseline,stationary,1,Latent Neural SDE (VI),54.0,-0.051492393016815186,-0.06788776628088702,True
baseline,stationary,1,Latent Neural SDE (VI),62.0,-0.01967567205429077,-0.018768959322779638,True
baseline,stationary,1,Latent Neural SDE (VI),70.0,-0.44878751039505005,-0.04706054710532065,True
baseline,stationary,1,Latent Neural SDE (VI),78.0,-0.6989855170249939,-0.04592047028920887,True
baseline,stationary,1,Moment OU,30.0,-0.07240226865230648,-0.009331455740364425,True
baseline,stationary,1,Moment OU,38.0,-1.5061311821245067,-0.0039007778434320406,True
baseline,stationary,1,Moment OU,46.0,0.1400960215130489,-0.0036923819573230487,True
baseline,stationary,1,Moment OU,54.0,0.3738158257774826,-0.012939538272105505,True
baseline,stationary,1,Moment OU,62.0,-0.16587566225002037,-0.005960289437661359,True
baseline,stationary,1,Moment OU,70.0,0.2945724037653803,-0.05733827783218487,True
baseline,stationary,1,Moment OU,78.0,0.07647213639528105,-0.01610391398088218,True
baseline,stationary,1,Neural SDE (Euler),30.0,-0.005629897117614746,-0.07363492351017206,True
baseline,stationary,1,Neural SDE (Euler),38.0,-0.8593425750732422,-0.04585208051208056,True
baseline,stationary,1,Neural SDE (Euler),46.0,-0.23837649822235107,-0.03177272554965904,True
baseline,stationary,1,Neural SDE (Euler),54.0,-0.0014581680297851562,-0.054234274919937875,True
baseline,stationary,1,Neural SDE (Euler),62.0,-0.022498726844787598,-0.015067651439632374,True
baseline,stationary,1,Neural SDE (Euler),70.0,-0.4943394660949707,-0.04114524050449264,True
baseline,stationary,1,Neural SDE (Euler),78.0,-0.827150821685791,-0.0500707722796003,True
baseline,stationary,1,SINDy-STLSQ,30.0,-0.3528285997022167,-0.022823412592193365,True
baseline,stationary,1,SINDy-STLSQ,38.0,-1.0396364617126879,-0.03105845929573836,True
baseline,stationary,1,SINDy-STLSQ,46.0,-0.19297652505202434,-0.007071333803256502,True
baseline,stationary,1,SINDy-STLSQ,54.0,-0.6716615501491626,-0.014874684624985257,True
baseline,stationary,1,SINDy-STLSQ,62.0,-0.23647910071959477,-0.017927560925940084,True
baseline,stationary,1,SINDy-STLSQ,70.0,-0.21165002344745631,-0.04742811606000638,True
baseline,stationary,1,SINDy-STLSQ,78.0,-0.5718866990223123,-0.02413744785521918,True
baseline,stationary,2,Bayesian SINDy (spike-slab),30.0,0.1588597777649653,0.022911349013537252,True
baseline,stationary,2,Bayesian SINDy (spike-slab),38.0,0.052087368418977986,0.03389552125958853,True
baseline,stationary,2,Bayesian SINDy (spike-slab),46.0,0.31839842535856955,0.013819333283800861,True
baseline,stationary,2,Bayesian SINDy (spike-slab),54.0,-0.3891619622064857,-0.0062093314777719455,True
baseline,stationary,2,Bayesian SINDy (spike-slab),62.0,0.5114280144965794,-0.005720226081587315,True
baseline,stationary,2,Bayesian SINDy (spike-slab),70.0,0.3498771698728578,-0.0344253199444203,True
baseline,stationary,2,Bayesian SINDy (spike-slab),78.0,-0.5153876330038873,-0.019515137781803277,True
baseline,stationary,2,Kalman OU,30.0,0.03865648752190909,-0.011366744762615122,True
baseline,stationary,2,Kalman OU,38.0,0.17010809713888675,-0.02283806106627506,True
baseline,stationary,2,Kalman OU,46.0,-0.2371821667105396,0.024384101759904186,True
baseline,stationary,2,Kalman OU,54.0,-0.7810734226077396,0.022723304056838367,True
baseline,stationary,2,Kalman OU,62.0,-0.30888096483659155,0.029741540316025772,True
baseline,stationary,2,Kalman OU,70.0,-0.45208668957523734,0.0025549908763289886,True
baseline,stationary,2,Kalman OU,78.0,-0.28051822556562755,-0.04599404375845423,True
baseline,stationary,2,Latent Neural SDE (VI),30.0,0.5098559856414795,0.006528425337151533,True
baseline,stationary,2,Latent Neural SDE (VI),38.0,-0.396358847618103,0.009808688544051286,True
baseline,stationary,2,Latent Neural SDE (VI),46.0,-1.4225517511367798,-0.01405060208197667,True
baseline,stationary,2,Latent Neural SDE (VI),54.0,0.053272128105163574,-0.013954170964256246,True
baseline,stationary,2,Latent Neural SDE (VI),62.0,0.49197304248809814,0.005014837811704559,True
baseline,stationary,2,Latent Neural SDE (VI),70.0,0.5087789297103882,-0.01793242692923755,True
baseline,stationary,2,Latent Neural SDE (VI),78.0,0.01402437686920166,-0.05240249790028498,True
baseline,stationary,2,Moment OU,30.0,0.010359676643287408,0.010718752951983018,True
baseline,stationary,2,Moment OU,38.0,-0.11048773111200849,0.031215988903370157,True
baseline,stationary,2,Moment OU,46.0,0.11193071620081874,-0.005620036382002258,True
baseline,stationary,2,Moment OU,54.0,-0.48265418469743815,-0.010043664565972388,True
baseline,stationary,2,Moment OU,62.0,0.2960982266787521,-0.034043971071666734,True
baseline,stationary,2,Moment OU,70.0,0.1852157193780043,-0.062313327539541635,True
baseline,stationary,2,Moment OU,78.0,-0.6481865487127711,-0.021700601750651,True
baseline,stationary,2,Neural SDE (Euler),30.0,0.46407294273376465,0.011093621415389943,True
baseline,stationary,2,Neural SDE (Euler),38.0,-0.4152865409851074,0.015144318623734943,True
baseline,stationary,2,Neural SDE (Euler),46.0,-1.4250845909118652,-0.015009251710737831,True
baseline,stationary,2,Neural SDE (Euler),54.0,0.1299877166748047,-0.01344224062142127,True
baseline,stationary,2,Neural SDE (Euler),62.0,0.48099660873413086,0.007347998068077594,True
baseline,stationary,2,Neural SDE (Euler),70.0,0.47221946716308594,-0.016560458744871526,True
baseline,stationary,2,Neural SDE (Euler),78.0,0.004815578460693359,-0.05569775987522346,True
baseline,stationary,2,SINDy-STLSQ,30.0,0.1371349015168699,0.019778321619778994,True
baseline,stationary,2,SINDy-STLSQ,38.0,-0.14601835256736106,0.031042242356516175,True
baseline,stationary,2,SINDy-STLSQ,46.0,0.2546706512996044,0.011044357576934088,True
baseline,stationary,2,SINDy-STLSQ,54.0,0.19134857372641667,-0.005820759604449943,True
baseline,stationary,2,SINDy-STLSQ,62.0,0.309575696734395,-0.010092434911614545,True
baseline,stationary,2,SINDy-STLSQ,70.0,0.35327629530516425,-0.03582304028040159,True
baseline,stationary,2,SINDy-STLSQ,78.0,0.02680195978629829,-0.02240159759545171,True
baseline,stationary,3,Bayesian SINDy (spike-slab),30.0,0.7310096668176385,0.0018708665451069306,True
baseline,stationary,3,Bayesian SINDy (spike-slab),38.0,0.6045926608575095,0.01906184107379688,True
baseline,stationary,3,Bayesian SINDy (spike-slab),46.0,1.3368826690741515,0.03903975852890734,True
baseline,stationary,3,Bayesian SINDy (spike-slab),54.0,0.7110853444110623,-0.008482965274545062,True
baseline,stationary,3,Bayesian SINDy (spike-slab),62.0,0.5629402979907371,-0.01567946540426604,True
baseline,stationary,3,Bayesian SINDy (spike-slab),70.0,1.2193882608580293,-0.021258292958158176,True
baseline,stationary,3,Bayesian SINDy (spike-slab),78.0,1.0654477615828912,0.012044834455086362,True
baseline,stationary,3,Kalman OU,30.0,0.633820979948569,-0.020991444540990722,True
baseline,stationary,3,Kalman OU,38.0,0.6513045653234777,0.007579261677678306,True
baseline,stationary,3,Kalman OU,46.0,1.0212497082701706,0.01002913222868973,True
baseline,stationary,3,Kalman OU,54.0,1.0512356295383416,-0.028364456639010882,True
baseline,stationary,3,Kalman OU,62.0,0.6113634702328827,-0.053116014898824226,True
baseline,stationary,3,Kalman OU,70.0,1.35373141064386,-0.06742133924599003,True
baseline,stationary,3,Kalman OU,78.0,0.8557542480889877,-0.010057724058833567,True
baseline,stationary,3,Latent Neural SDE (VI),30.0,0.48857855796813965,-0.017418304184117772,True
baseline,stationary,3,Latent Neural SDE (VI),38.0,0.6991627216339111,-0.017845913275364222,True
baseline,stationary,3,Latent Neural SDE (VI),46.0,0.7875843048095703,0.0350788939184018,True
baseline,stationary,3,Latent Neural SDE (VI),54.0,-1.0714406967163086,-0.04270369313995165,True
baseline,stationary,3,Latent Neural SDE (VI),62.0,0.7120047807693481,-0.04481620638702277,True
baseline,stationary,3,Latent Neural SDE (VI),70.0,1.6865797638893127,-0.05055065059624744,True
baseline,stationary,3,Latent Neural SDE (VI),78.0,1.1432856321334839,-0.009097397831849624,True
baseline,stationary,3,Moment OU,30.0,0.5880804400227431,-0.01729026966770411,True
baseline,stationary,3,Moment OU,38.0,0.4249283236892123,0.021241172861627383,True
baseline,stationary,3,Moment OU,46.0,0.9712335017386725,0.009512971810295034,True
baseline,stationary,3,Moment OU,54.0,0.7006276368092099,-0.005812240083326703,True
baseline,stationary,3,Moment OU,62.0,0.42539239182591326,-0.03384854962926151,True
baseline,stationary,3,Moment OU,70.0,1.2344640315488555,-0.05708543357575385,True
baseline,stationary,3,Moment OU,78.0,0.6982266491562186,-0.0011644710211230203,True
baseline,stationary,3,Neural SDE (Euler),30.0,0.46062374114990234,-0.019037095161597156,True
baseline,stationary,3,Neural SDE (Euler),38.0,0.7255405187606812,-0.014318818804181649,True
baseline,stationary,3,Neural SDE (Euler),46.0,0.7412673234939575,0.039042313014874486,True
baseline,stationary,3,Neural SDE (Euler),54.0,-1.3138465881347656,-0.04292088945689346,True
baseline,stationary,3,Neural SDE (Euler),62.0,0.5847557783126831,-0.04321184521570934,True
baseline,stationary,3,Neural SDE (Euler),70.0,1.6318637132644653,-0.04841782403757561,True
baseline,stationary,3,Neural SDE (Euler),78.0,1.0509905815124512,-0.008417484116663654,True
baseline,stationary,3,SINDy-STLSQ,30.0,0.6469693680951711,-0.0018541108383523797,True
baseline,stationary,3,SINDy-STLSQ,38.0,1.1256023436752662,0.019447290355446067,True
baseline,stationary,3,SINDy-STLSQ,46.0,1.4074724730397699,0.03528615019874737,True
baseline,stationary,3,SINDy-STLSQ,54.0,0.15221613830323788,-0.012548374831019199,True
baseline,stationary,3,SINDy-STLSQ,62.0,1.3817880681897088,-0.01648171270095955,True
baseline,stationary,3,SINDy-STLSQ,70.0,0.749746629245917,-0.025533397184951873,True
baseline,stationary,3,SINDy-STLSQ,78.0,0.9450288163261793,0.005653137501930222,True
baseline,stationary,4,Bayesian SINDy (spike-slab),30.0,0.8595154336473985,-0.011346530400944521,True
baseline,stationary,4,Bayesian SINDy (spike-slab),38.0,1.1847013580274128,-0.014433214112897164,True
baseline,stationary,4,Bayesian SINDy (spike-slab),46.0,0.7655913075071956,-0.0224481832188336,True
baseline,stationary,4,Bayesian SINDy (spike-slab),54.0,1.7629210536853686,-0.01659407371130503,True
baseline,stationary,4,Bayesian SINDy (spike-slab),62.0,0.4531833629533373,0.023605183508172756,True
baseline,stationary,4,Bayesian SINDy (spike-slab),70.0,-0.3298415411945741,0.015853816393229497,True
baseline,stationary,4,Bayesian SINDy (spike-slab),78.0,1.7127048171856116,-0.002829321521507666,True
baseline,stationary,4,Kalman OU,30.0,0.9467519350593343,-0.03982238147100253,True
baseline,stationary,4,Kalman OU,38.0,1.0296329379064308,-0.04908094845247177,True
baseline,stationary,4,Kalman OU,46.0,0.6456521165424924,-0.049486803760295545,True
baseline,stationary,4,Kalman OU,54.0,1.7822888650319877,-0.09654902688076064,True
baseline,stationary,4,Kalman OU,62.0,1.3550435191697394,-0.07167537134969718,True
baseline,stationary,4,Kalman OU,70.0,0.8623777185624868,-0.07388488961324843,True
baseline,stationary,4,Kalman OU,78.0,1.9076827726656127,-0.10018380227029625,True
baseline,stationary,4,Latent Neural SDE (VI),30.0,1.326378345489502,-0.011952760003115515,True
baseline,stationary,4,Latent Neural SDE (VI),38.0,2.669215440750122,-0.004824989008916675,True
baseline,stationary,4,Latent Neural SDE (VI),46.0,2.460006356239319,0.005557474515986205,True
baseline,stationary,4,Latent Neural SDE (VI),54.0,2.832562208175659,0.01564164186946254,True
baseline,stationary,4,Latent Neural SDE (VI),62.0,2.102815866470337,0.02489954653950302,True
baseline,stationary,4,Latent Neural SDE (VI),70.0,0.3296027183532715,0.010298855131234158,True
baseline,stationary,4,Latent Neural SDE (VI),78.0,2.4878733158111572,-0.02094637495794527,True
baseline,stationary,4,Moment OU,30.0,0.994664802533463,-0.04337901908634659,True
baseline,stationary,4,Moment OU,38.0,1.11870477527265,-0.055387380950467024,True
baseline,stationary,4,Moment OU,46.0,0.747103854970504,-0.055416357079412254,True
baseline,stationary,4,Moment OU,54.0,1.1310564328715773,-0.03806780195893683,True
baseline,stationary,4,Moment OU,62.0,0.435204908176148,0.02286680121844409,True
baseline,stationary,4,Moment OU,70.0,-0.772023148483592,0.04634036088809318,True
baseline,stationary,4,Moment OU,78.0,1.5716023227011378,-0.04782623899154184,True
baseline,stationary,4,Neural SDE (Euler),30.0,1.41520357131958,-0.009174215079251702,True
baseline,stationary,4,Neural SDE (Euler),38.0,2.7091081142425537,-0.006322182897811668,True
baseline,stationary,4,Neural SDE (Euler),46.0,2.5228688716888428,0.012291743325515886,True
baseline,stationary,4,Neural SDE (Euler),54.0,2.9449039697647095,0.020379768273961957,True
baseline,stationary,4,Neural SDE (Euler),62.0,2.2057946920394897,0.02844507283696071,True
baseline,stationary,4,Neural SDE (Euler),70.0,0.39125823974609375,0.011732331401642648,True
baseline,stationary,4,Neural SDE (Euler),78.0,2.5081416368484497,-0.031727512626585935,True
baseline,stationary,4,SINDy-STLSQ,30.0,1.1937499335850779,-0.013209614574341944,True
baseline,stationary,4,SINDy-STLSQ,38.0,1.3783711717014977,-0.018477584708671446,True
baseline,stationary,4,SINDy-STLSQ,46.0,1.6714602248793802,-0.02451664496063638,True
baseline,stationary,4,SINDy-STLSQ,54.0,1.4243248395758765,-0.022437618366597523,True
baseline,stationary,4,SINDy-STLSQ,62.0,1.097233399609285,0.02216999084169985,True
baseline,stationary,4,SINDy-STLSQ,70.0,0.7965046732895642,0.016384894907611247,True
baseline,stationary,4,SINDy-STLSQ,78.0,1.859206647679236,-0.009152462933332994,True
baseline,stationary,5,Bayesian SINDy (spike-slab),30.0,0.5334119721633659,-0.011913444040363791,True
baseline,stationary,5,Bayesian SINDy (spike-slab),38.0,1.1980323011240888,-0.0134548450804029,True
baseline,stationary,5,Bayesian SINDy (spike-slab),46.0,1.0233423561438761,-0.01700432731679119,True
baseline,stationary,5,Bayesian SINDy (spike-slab),54.0,0.7467293287615309,-0.03227038012526162,True
baseline,stationary,5,Bayesian SINDy (spike-slab),62.0,1.464165325280974,-0.0486410877115909,True
baseline,stationary,5,Bayesian SINDy (spike-slab),70.0,1.6502092623733904,-0.03883779450193911,True
baseline,stationary,5,Bayesian SINDy (spike-slab),78.0,1.5649027828717967,-0.045815297203075894,True
baseline,stationary,5,Kalman OU,30.0,0.9831078090200511,-0.07667636310057876,True
baseline,stationary,5,Kalman OU,38.0,1.9287544905368619,-0.14971135535204008,True
baseline,stationary,5,Kalman OU,46.0,2.076404128676097,-0.1514829338893266,True
baseline,stationary,5,Kalman OU,54.0,1.9280955002068678,-0.17596269122140323,True
baseline,stationary,5,Kalman OU,62.0,1.7366470080933776,-0.13012749721605432,True
baseline,stationary,5,Kalman OU,70.0,1.6957902163745564,-0.10154854010280961,True
baseline,stationary,5,Kalman OU,78.0,1.5260842420359726,-0.10543130543109985,True
baseline,stationary,5,Latent Neural SDE (VI),30.0,0.5569877624511719,-0.019889479903930196,True
baseline,stationary,5,Latent Neural SDE (VI),38.0,1.0223191380500793,-0.028449395193909738,True
baseline,stationary,5,Latent Neural SDE (VI),46.0,0.604590892791748,-0.023049108017473424,True
baseline,stationary,5,Latent Neural SDE (VI),54.0,0.8910113573074341,-0.004540323518894107,True
baseline,stationary,5,Latent Neural SDE (VI),62.0,0.4539482593536377,-0.048722988064162503,True
baseline,stationary,5,Latent Neural SDE (VI),70.0,1.4261448979377747,-0.06554599489447677,True
baseline,stationary,5,Latent Neural SDE (VI),78.0,-0.5898458957672119,-0.07200659329791115,True
baseline,stationary,5,Moment OU,30.0,0.4585542612784348,-0.026523704896271483,True
baseline,stationary,5,Moment OU,38.0,1.349135711339665,-0.05364333012416969,True
baseline,stationary,5,Moment OU,46.0,1.4544661619552142,-0.041035752799702924,True
