condition,system,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
baseline,bistable,stability_loss,21,Kalman OU,54.0,1.2017364614653356,-0.01493501223649956,True
baseline,bistable,stability_loss,21,Kalman OU,70.0,1.289689682502978,-0.0339366571967585,True
baseline,bistable,stability_loss,21,Kalman OU,78.0,1.6837922431555583,0.08246180520538482,True
baseline,bistable,stability_loss,21,Latent Neural SDE (VI),38.0,-0.5598387718200684,0.0038451020286525417,True
baseline,bistable,stability_loss,21,Latent Neural SDE (VI),54.0,2.7085338830947876,0.0012197486799076368,True
baseline,bistable,stability_loss,21,Latent Neural SDE (VI),70.0,-0.2801852226257324,0.0028017026607320278,True
baseline,bistable,stability_loss,21,Latent Neural SDE (VI),78.0,4.42086535692215,0.019690613192164405,True
baseline,bistable,stability_loss,21,Moment OU,38.0,,,False
baseline,bistable,stability_loss,21,Moment OU,54.0,,,False
baseline,bistable,stability_loss,21,Moment OU,70.0,,,False
baseline,bistable,stability_loss,21,Moment OU,78.0,,,False
baseline,bistable,stability_loss,21,Neural SDE (Euler),38.0,-0.864861011505127,0.009044471024911224,True
baseline,bistable,stability_loss,21,Neural SDE (Euler),54.0,2.4631972312927246,0.003260013953185606,True
baseline,bistable,stability_loss,21,Neural SDE (Euler),70.0,-0.4939441680908203,0.004114947080138917,True
baseline,bistable,stability_loss,21,Neural SDE (Euler),78.0,4.351811170578003,0.05086347370776169,True
baseline,bistable,stability_loss,21,SINDy-STLSQ,38.0,-1.552867083774609,-5.032554709279158e-05,True
baseline,bistable,stability_loss,21,SINDy-STLSQ,54.0,1.8382856524227305,-0.00013898476334289755,True
baseline,bistable,stability_loss,21,SINDy-STLSQ,70.0,-0.7131097587164743,-0.0005824381559982883,True
baseline,bistable,stability_loss,21,SINDy-STLSQ,78.0,-0.04491277209386313,0.028596846571591006,True
baseline,bistable,stability_loss,22,Bayesian SINDy (spike-slab),38.0,0.6329803865168246,0.00660794059348406,True
baseline,bistable,stability_loss,22,Bayesian SINDy (spike-slab),54.0,0.5720691846975341,0.007724827929819225,True
baseline,bistable,stability_loss,22,Bayesian SINDy (spike-slab),70.0,0.47323791024963,0.019481139349965412,True
baseline,bistable,stability_loss,22,Bayesian SINDy (spike-slab),78.0,0.5748464530324764,0.007654012377788205,True
baseline,bistable,stability_loss,22,Kalman OU,38.0,0.40490634763629874,0.0029722903685990842,True
baseline,bistable,stability_loss,22,Kalman OU,54.0,0.31443661157328684,0.0025268777926937547,True
baseline,bistable,stability_loss,22,Kalman OU,70.0,0.33219259717820104,0.010272840568834235,True
baseline,bistable,stability_loss,22,Kalman OU,78.0,0.227473606367934,0.004367621514147574,True
baseline,bistable,stability_loss,22,Latent Neural SDE (VI),38.0,0.8917586803436279,0.00412791523369388,True
baseline,bistable,stability_loss,22,Latent Neural SDE (VI),54.0,0.11086297035217285,0.012044645386309338,True
baseline,bistable,stability_loss,22,Latent Neural SDE (VI),70.0,0.8437325954437256,0.017184415185082,True
baseline,bistable,stability_loss,22,Latent Neural SDE (VI),78.0,0.6796412467956543,0.0033085219975474006,True
baseline,bistable,stability_loss,22,Moment OU,38.0,,,False
baseline,bistable,stability_loss,22,Moment OU,54.0,,,False
baseline,bistable,stability_loss,22,Moment OU,70.0,,,False
baseline,bistable,stability_loss,22,Moment OU,78.0,,,False
baseline,bistable,stability_loss,22,Neural SDE (Euler),38.0,0.8477416038513184,0.004852594779359662,True
baseline,bistable,stability_loss,22,Neural SDE (Euler),54.0,0.06583857536315918,0.011409826671123321,True
baseline,bistable,stability_loss,22,Neural SDE (Euler),70.0,0.7925009727478027,0.01725161654294992,True
baseline,bistable,stability_loss,22,Neural SDE (Euler),78.0,0.6322407722473145,0.0018258935151607286,True
baseline,bistable,stability_loss,22,SINDy-STLSQ,38.0,-0.9600405325913712,0.005766632355408335,True
baseline,bistable,stability_loss,22,SINDy-STLSQ,54.0,-0.8037300812061723,0.008452530013154741,True
baseline,bistable,stability_loss,22,SINDy-STLSQ,70.0,-0.7303034975465792,0.018091245071703982,True
baseline,bistable,stability_loss,22,SINDy-STLSQ,78.0,-0.5044948167663228,0.006429281893063701,True
baseline,bistable,stability_loss,23,Bayesian SINDy (spike-slab),38.0,1.1973210087627457,-1.7012699128710063e-05,True
baseline,bistable,stability_loss,23,Bayesian SINDy (spike-slab),54.0,1.9336417966578807,0.01809484400949836,True
baseline,bistable,stability_loss,23,Bayesian SINDy (spike-slab),70.0,2.6239518283071095,0.012099176671505701,True
baseline,bistable,stability_loss,23,Bayesian SINDy (spike-slab),78.0,1.382446605461324,-0.004018385922636772,True
baseline,bistable,stability_loss,23,Kalman OU,38.0,-0.9130004165376191,0.03354549482282461,True
baseline,bistable,stability_loss,23,Kalman OU,54.0,0.9453473948433846,0.009187125548239711,True
baseline,bistable,stability_loss,23,Kalman OU,70.0,1.036410047026145,0.007964842337470524,True
baseline,bistable,stability_loss,23,Kalman OU,78.0,1.0234763220361043,0.0013156690000715558,True
baseline,bistable,stability_loss,23,Latent Neural SDE (VI),38.0,0.47574472427368164,-0.004201414173161666,True
baseline,bistable,stability_loss,23,Latent Neural SDE (VI),54.0,2.3664498329162598,0.015187001905166628,True
baseline,bistable,stability_loss,23,Latent Neural SDE (VI),70.0,3.8217053413391113,0.005229288216978198,True
baseline,bistable,stability_loss,23,Latent Neural SDE (VI),78.0,1.7779664993286133,-0.005612385406228174,True
baseline,bistable,stability_loss,23,Moment OU,38.0,4.252008561218138,-0.028476251188373644,True
baseline,bistable,stability_loss,23,Moment OU,54.0,3.5899183891896715,0.009930153149345436,True
baseline,bistable,stability_loss,23,Moment OU,70.0,4.854610875653408,-0.01959401402273584,True
baseline,bistable,stability_loss,23,Moment OU,78.0,5.299687195287648,-0.05034540025615983,True
baseline,bistable,stability_loss,23,Neural SDE (Euler),38.0,0.5739283561706543,-0.004129797678582917,True
baseline,bistable,stability_loss,23,Neural SDE (Euler),54.0,2.551377296447754,0.015478526454113545,True
baseline,bistable,stability_loss,23,Neural SDE (Euler),70.0,3.965186834335327,0.004749370351870577,True
baseline,bistable,stability_loss,23,Neural SDE (Euler),78.0,1.9764165878295898,-0.004742559217518344,True
baseline,bistable,stability_loss,23,SINDy-STLSQ,38.0,1.6091851477529788,0.0027386176995784633,True
baseline,bistable,stability_loss,23,SINDy-STLSQ,54.0,3.379384090837521,0.02135664804370667,True
baseline,bistable,stability_loss,23,SINDy-STLSQ,70.0,4.308670760423283,0.013517523632251546,True
baseline,bistable,stability_loss,23,SINDy-STLSQ,78.0,2.9811297293067605,-0.000417509093722096,True
baseline,bistable,stability_loss,24,Bayesian SINDy (spike-slab),38.0,1.9130924079912779,0.026129190960218346,True
baseline,bistable,stability_loss,24,Bayesian SINDy (spike-slab),54.0,0.626876512432557,0.005697248453055151,True
baseline,bistable,stability_loss,24,Bayesian SINDy (spike-slab),70.0,3.302101039470222,0.013840405809828205,True
baseline,bistable,stability_loss,24,Bayesian SINDy (spike-slab),78.0,1.6290485955923546,0.013878056632051286,True
baseline,bistable,stability_loss,24,Kalman OU,38.0,0.582519594742169,0.01662337894943567,True
baseline,bistable,stability_loss,24,Kalman OU,54.0,-1.255660435337672,0.03425215841647868,True
baseline,bistable,stability_loss,24,Kalman OU,70.0,0.460010565180962,0.030756122538750784,True
baseline,bistable,stability_loss,24,Kalman OU,78.0,-0.3390034870378664,0.03940653974174708,True
baseline,bistable,stability_loss,24,Latent Neural SDE (VI),38.0,0.4009737968444824,0.030646987940505008,True
baseline,bistable,stability_loss,24,Latent Neural SDE (VI),54.0,-0.49113988876342773,0.011044759895219233,True
baseline,bistable,stability_loss,24,Latent Neural SDE (VI),70.0,2.6027716398239136,0.01915576208650438,True
baseline,bistable,stability_loss,24,Latent Neural SDE (VI),78.0,1.3757600784301758,0.020638597100044564,True
baseline,bistable,stability_loss,24,Moment OU,38.0,3.882636784870571,0.02402064837896649,True
baseline,bistable,stability_loss,24,Moment OU,54.0,2.89064851593998,-0.0020359741367128106,True
baseline,bistable,stability_loss,24,Moment OU,70.0,5.245297204064146,-0.027594580058561715,True
baseline,bistable,stability_loss,24,Moment OU,78.0,4.123410180236778,-0.0009083795808940281,True
baseline,bistable,stability_loss,24,Neural SDE (Euler),38.0,0.17380738258361816,0.03373150582900371,True
baseline,bistable,stability_loss,24,Neural SDE (Euler),54.0,-0.6192317008972168,0.012348141803138146,True
baseline,bistable,stability_loss,24,Neural SDE (Euler),70.0,2.4064879417419434,0.02363535403305493,True
baseline,bistable,stability_loss,24,Neural SDE (Euler),78.0,1.215156078338623,0.023528463444716805,True
baseline,bistable,stability_loss,24,SINDy-STLSQ,38.0,-0.2342018573750595,0.025450597176656792,True
baseline,bistable,stability_loss,24,SINDy-STLSQ,54.0,-0.21332804190551835,0.007460166069164956,True
baseline,bistable,stability_loss,24,SINDy-STLSQ,70.0,1.6243216875440323,0.01568369017937736,True
baseline,bistable,stability_loss,24,SINDy-STLSQ,78.0,0.09016354612309296,0.01561975882591149,True
baseline,bistable,stability_loss,25,Bayesian SINDy (spike-slab),38.0,1.8801352431219525,0.005618771684474527,True
baseline,bistable,stability_loss,25,Bayesian SINDy (spike-slab),54.0,0.8929933861998487,-0.004929341361913073,True
baseline,bistable,stability_loss,25,Bayesian SINDy (spike-slab),70.0,2.4973182754468928,0.01282790214953669,True
baseline,bistable,stability_loss,25,Bayesian SINDy (spike-slab),78.0,1.2621324488330692,0.0030339710825537797,True
baseline,bistable,stability_loss,25,Kalman OU,38.0,0.155471000952695,0.002061704648973475,True
baseline,bistable,stability_loss,25,Kalman OU,54.0,0.09988510811403709,-0.00038418239285107486,True
baseline,bistable,stability_loss,25,Kalman OU,70.0,0.21378500695936123,0.010140324803254245,True
baseline,bistable,stability_loss,25,Kalman OU,78.0,-0.263671634693738,0.023640886025409563,True
baseline,bistable,stability_loss,25,Latent Neural SDE (VI),38.0,2.4378650188446045,0.011666609769034206,True
baseline,bistable,stability_loss,25,Latent Neural SDE (VI),54.0,0.9164555072784424,-0.004133633562138306,True
baseline,bistable,stability_loss,25,Latent Neural SDE (VI),70.0,3.6051096320152283,0.02137095700675977,True
baseline,bistable,stability_loss,25,Latent Neural SDE (VI),78.0,0.7058436870574951,-0.00011191558028988968,True
baseline,bistable,stability_loss,25,Moment OU,38.0,-0.4675035337786464,0.02638004695839996,True
baseline,bistable,stability_loss,25,Moment OU,54.0,,,False
baseline,bistable,stability_loss,25,Moment OU,70.0,0.08338809639485817,0.02058665050321542,True
baseline,bistable,stability_loss,25,Moment OU,78.0,,,False
baseline,bistable,stability_loss,25,Neural SDE (Euler),38.0,2.318571090698242,0.013808278496380041,True
baseline,bistable,stability_loss,25,Neural SDE (Euler),54.0,0.9513602256774902,-0.004290145546309798,True
baseline,bistable,stability_loss,25,Neural SDE (Euler),70.0,3.4266703128814697,0.03276159597317334,True
baseline,bistable,stability_loss,25,Neural SDE (Euler),78.0,0.6365532875061035,0.001383528733346684,True
baseline,bistable,stability_loss,25,SINDy-STLSQ,38.0,1.8396580664628566,0.0050014792338073655,True
baseline,bistable,stability_loss,25,SINDy-STLSQ,54.0,1.3134965359269648,-0.006900626067267893,True
baseline,bistable,stability_loss,25,SINDy-STLSQ,70.0,2.497072504627147,0.009461077345602836,True
baseline,bistable,stability_loss,25,SINDy-STLSQ,78.0,0.6259584453329432,0.002548531725694164,True
baseline,bistable,stability_loss,26,Bayesian SINDy (spike-slab),38.0,1.5749589215687392,-0.01237044731785239,True
baseline,bistable,stability_loss,26,Bayesian SINDy (spike-slab),54.0,1.0152044108454246,0.010561331535224178,True
baseline,bistable,stability_loss,26,Bayesian SINDy (spike-slab),70.0,2.163705915142694,0.017937915719623276,True
baseline,bistable,stability_loss,26,Bayesian SINDy (spike-slab),78.0,1.375512622152041,0.01255553171271559,True
baseline,bistable,stability_loss,26,Kalman OU,38.0,-0.5104321646904795,0.024595325422657976,True
baseline,bistable,stability_loss,26,Kalman OU,54.0,0.4888320647399901,0.007698738381656401,True
baseline,bistable,stability_loss,26,Kalman OU,70.0,0.6954501771171668,0.014718463135413171,True
baseline,bistable,stability_loss,26,Kalman OU,78.0,0.5187075867812014,0.007812112890429535,True
baseline,bistable,stability_loss,26,Latent Neural SDE (VI),38.0,1.5753483772277832,-0.006334074611150375,True
baseline,bistable,stability_loss,26,Latent Neural SDE (VI),54.0,1.6439735889434814,0.003662020817912892,True
baseline,bistable,stability_loss,26,Latent Neural SDE (VI),70.0,1.6374611854553223,0.010178323097358333,True
baseline,bistable,stability_loss,26,Latent Neural SDE (VI),78.0,1.9031999111175537,0.006008104282636553,True
baseline,bistable,stability_loss,26,Moment OU,38.0,,,False
baseline,bistable,stability_loss,26,Moment OU,54.0,1.2476071874174544,0.018223990695980637,True
baseline,bistable,stability_loss,26,Moment OU,70.0,2.5983830539849655,0.007767624514350695,True
baseline,bistable,stability_loss,26,Moment OU,78.0,1.8947167525616,0.006330784366675758,True
baseline,bistable,stability_loss,26,Neural SDE (Euler),38.0,1.632904052734375,-0.006552572623883174,True
baseline,bistable,stability_loss,26,Neural SDE (Euler),54.0,1.6890525817871094,0.005345558475994772,True
baseline,bistable,stability_loss,26,Neural SDE (Euler),70.0,1.634005069732666,0.011008294518275022,True
baseline,bistable,stability_loss,26,Neural SDE (Euler),78.0,1.8316881656646729,0.00537604855427197,True
baseline,bistable,stability_loss,26,SINDy-STLSQ,38.0,1.1320516791042472,-0.013436044837218011,True
baseline,bistable,stability_loss,26,SINDy-STLSQ,54.0,1.4484813893665769,0.007982419234947524,True
baseline,bistable,stability_loss,26,SINDy-STLSQ,70.0,1.7687221939704107,0.016553432344794533,True
baseline,bistable,stability_loss,26,SINDy-STLSQ,78.0,1.6079498883900012,0.011480148856887876,True
baseline,bistable,stability_loss,27,Bayesian SINDy (spike-slab),38.0,-0.23397068025058676,0.009305000670719682,True
baseline,bistable,stability_loss,27,Bayesian SINDy (spike-slab),54.0,0.7140877051860444,0.0024799056627381327,True
baseline,bistable,stability_loss,27,Bayesian SINDy (spike-slab),70.0,0.5845095930391095,-0.0007332793834673029,True
baseline,bistable,stability_loss,27,Bayesian SINDy (spike-slab),78.0,3.3024581099793453,0.016492235797824842,True
baseline,bistable,stability_loss,27,Kalman OU,38.0,1.9260517244028588,-0.032257929757012006,True
baseline,bistable,stability_loss,27,Kalman OU,54.0,2.690719942717852,-0.04436886851800027,True
baseline,bistable,stability_loss,27,Kalman OU,70.0,2.553538466690071,-0.04421995517755507,True
baseline,bistable,stability_loss,27,Kalman OU,78.0,2.965136491894241,-0.029792039645363512,True
baseline,bistable,stability_loss,27,Latent Neural SDE (VI),38.0,0.5411663055419922,0.007470831884834175,True
baseline,bistable,stability_loss,27,Latent Neural SDE (VI),54.0,0.3267960548400879,0.007860684073042551,True
baseline,bistable,stability_loss,27,Latent Neural SDE (VI),70.0,-0.6976723670959473,-0.006306858118352798,True
baseline,bistable,stability_loss,27,Latent Neural SDE (VI),78.0,3.575586348772049,0.003437332583424671,True
baseline,bistable,stability_loss,27,Moment OU,38.0,,,False
baseline,bistable,stability_loss,27,Moment OU,54.0,,,False
baseline,bistable,stability_loss,27,Moment OU,70.0,,,False
baseline,bistable,stability_loss,27,Moment OU,78.0,,,False
baseline,bistable,stability_loss,27,Neural SDE (Euler),38.0,0.6825287342071533,0.0017478256064893255,True
baseline,bistable,stability_loss,27,Neural SDE (Euler),54.0,0.40317487716674805,0.006868508545714344,True
baseline,bistable,stability_loss,27,Neural SDE (Euler),70.0,-0.623945951461792,-0.007004585967525137,True
baseline,bistable,stability_loss,27,Neural SDE (Euler),78.0,3.3887442350387573,0.01485561291325925,True
baseline,bistable,stability_loss,27,SINDy-STLSQ,38.0,-0.8109559099487789,0.010435398349342498,True
baseline,bistable,stability_loss,27,SINDy-STLSQ,54.0,0.07372592477957873,0.003468648442165753,True
baseline,bistable,stability_loss,27,SINDy-STLSQ,70.0,-0.4862978269320486,0.00023755834499561423,True
baseline,bistable,stability_loss,27,SINDy-STLSQ,78.0,1.784265801284806,0.015234936957221931,True
baseline,bistable,stability_loss,28,Bayesian SINDy (spike-slab),38.0,-1.0720787243553516,0.0017295403827389672,True
baseline,bistable,stability_loss,28,Bayesian SINDy (spike-slab),54.0,-0.0005027913186372857,0.024990677895874086,True
baseline,bistable,stability_loss,28,Bayesian SINDy (spike-slab),70.0,1.7249053683196964,-0.0050961593257001225,True
baseline,bistable,stability_loss,28,Bayesian SINDy (spike-slab),78.0,1.1956434462099457,0.004002464163675501,True
baseline,bistable,stability_loss,28,Kalman OU,38.0,0.24235828029310924,-0.015255949723812685,True
baseline,bistable,stability_loss,28,Kalman OU,54.0,0.35961391563055733,-0.006743129754909621,True
baseline,bistable,stability_loss,28,Kalman OU,70.0,0.5186407513842353,-0.0027115252170313506,True
baseline,bistable,stability_loss,28,Kalman OU,78.0,0.5539238393780495,-0.0100379504207295,True
baseline,bistable,stability_loss,28,Latent Neural SDE (VI),38.0,-0.989870548248291,-0.0006787084063247656,True
baseline,bistable,stability_loss,28,Latent Neural SDE (VI),54.0,1.104931354522705,0.030225515285529372,True
baseline,bistable,stability_loss,28,Latent Neural SDE (VI),70.0,2.973293423652649,-0.00768825637337997,True
baseline,bistable,stability_loss,28,Latent Neural SDE (VI),78.0,2.5918755531311035,0.0073659796690663665,True
baseline,bistable,stability_loss,28,Moment OU,38.0,,,False
baseline,bistable,stability_loss,28,Moment OU,54.0,,,False
baseline,bistable,stability_loss,28,Moment OU,70.0,,,False
baseline,bistable,stability_loss,28,Moment OU,78.0,,,False
baseline,bistable,stability_loss,28,Neural SDE (Euler),38.0,-1.0059795379638672,-0.0031282590454285997,True
baseline,bistable,stability_loss,28,Neural SDE (Euler),54.0,1.0290188789367676,0.03201305340905293,True
baseline,bistable,stability_loss,28,Neural SDE (Euler),70.0,3.093934655189514,-0.005285609443098235,True
